Term,Values
首になる,くびになる
鬱陶しい,うっとうしい
魔法使い,まほうつかい
鼻詰まり,はなづまり
お嬢さん,おじょうさん
ゆで卵,ゆでたまご
ゴミ袋,ごみぶくろ
一夫多妻,いっぷたさい
丁度いい,ちょうどいい
人差し指,ひとさしゆび
保守主義,ほしゅしゅぎ
共有する,きょうゆうする
判断する,はんだんする
削除する,さくじょする
叫び声,さけびごえ
合格する,ごうかくする
同伴する,どうはんする
執行猶予,しっこうゆうよ
大間違い,おおまちがい
妥協する,だきょうする
存在する,そんざいする
宣言する,せんげんする
家庭教師,かていきょうし
延長する,えんちょうする
心配する,しんぱいする
悪因悪果,あくいんあっか
想像する,そうぞうする
感動する,かんどうする
払い戻す,はらいもどす
投票する,とうひょうする
招待する,しょうたいする
挿入する,そうにゅうする
援助する,えんじょする
損害する,そんがいする
撮影禁止,さつえいきんし
攻撃する,こうげきする
文字通り,もじどおり
方向音痴,ほうこうおんち
明治維新,めいじいしん
晩ご飯,ばんごはん
注文する,ちゅうもんする
無我夢中,むがむちゅう
社会福祉,しゃかいふくし
神奈川県,かながわけん
立入禁止,たちいりきんし
紹介する,しょうかいする
緊張する,きんちょうする
編集する,へんしゅうする
練習する,れんしゅうする
脱走する,だっそうする
華々しい,はなばなしい
裏切り者,うらぎりもの
要求する,ようきゅうする
診断する,しんだんする
貫き通す,つらぬきとおす
購読する,こうどくする
飲み放題,のみほうだい
鹿児島県,かごしまけん
世界恐慌,せかいきょうこう
中途半端,ちゅうとはんぱ
出版する,しゅっぱんする
勉強する,べんきょうする
卒業する,そつぎょうする
各駅停車,かくえきていしゃ
吸収する,きゅうしゅうする
営業する,えいぎょうする
在留する,ざいりゅうする
大きい順,おおきいじゅん
封建主義,ほうけんしゅぎ
小さい順,ちいさいじゅん
帝国主義,ていこくしゅぎ
形容動詞,けいようどうし
携帯電話,けいたいでんわ
新婚旅行,しんこんりょこう
新陳代謝,しんちんたいしゃ
時期尚早,じきしょうそう
楽天主義,らくてんしゅぎ
消化不良,しょうかふりょう
準備する,じゅんびする
潜在意識,せんざいいしき
瑞々しい,みずみずしい
紳士協定,しんしきょうてい
自己紹介,じこしょうかい
航空母艦,こうくうぼかん
襲撃する,しゅうげきする
言葉遣い,ことばづかい
試験地獄,しけんじごく
謹賀新年,きんがしんねん
集中する,しゅうちゅうする
面倒臭い,めんどうくさい
一生懸命,いっしょうけんめい
充電する,じゅうでんする
入学試験,にゅうがくしけん
四十二階,よんじゅうにかい
幼年時代,ようねんじだい
必須条件,ひっすじょうけん
感慨深い,かんがいぶかい
感慨無量,かんがいむりょう
私立大学,しりつだいがく
総理大臣,そうりだいじん
超自然的,ちょうしぜんてき
高等学校,こうとうがっこう
仰々しい,ぎょうぎょうしい
副大統領,ふくだいとうりょう
原子爆弾,げんしばくだん
呉越同舟,ごえつどうしゅう
外務大臣,がいむだいじん
大学院生,だいがくいんせい
株式会社,かぶしきがいしゃ
株式市場,かぶしきしじょう
第一印象,だいいちいんしょう
貿易会社,ぼうえきがいしゃ
限定販売,げんていはんばい
靖国神社,やすくにじんじゃ
源氏物語,げんじものがたり
管弦楽団,かんげんがくだん
郵便番号,ゆうびんばんごう
五十音順,ごじゅうおんじゅん
シアトル市,しあとるし
乗り換える,のりかえる
取り替える,とりかえる
呼ばれる,よばれる
売り上げ,うりあげ
巻きずし,まきずし
忌まわしい,いまわしい
惜しまない,おしまない
据え付ける,すえつける
揺さぶる,ゆさぶる
書き入れる,かきいれる
気を付けて,きをつけて
気持ちいい,きもちいい
消しゴム,けしごむ
追いかける,おいかける
酸っぱい,すっぱい
お構いなく,おかまいなく
ご無沙汰,ごぶさた
アメリカ製,あめりかせい
フランス語,ふらんすご
不燃ゴミ,ふねんごみ
久しぶり,ひさしぶり
可燃ゴミ,かねんごみ
思い詰める,おもいつめる
揚げ出し,あげだし
朝ごはん,あさごはん
気持ち悪い,きもちわるい
素晴らしい,すばらしい
缶コーヒー,かんこーひー
缶ビール,かんびーる
背が高い,せがたかい
運がいい,うんがいい
革ジャン,かわじゃん
馬鹿らしい,ばからしい
お婆ちゃん,おばあちゃん
アメリカ人,あめりかじん
フランス人,ふらんすじん
一人暮らし,ひとりぐらし
回転ずし,かいてんずし
御免なさい,ごめんなさい
御覧になる,ごらんになる
恥知らず,はじしらず
紛らわしい,まぎらわしい
紛れもない,まぎれもない
結構です,けっこうです
罰ゲーム,ばつげーむ
迷惑メール,めいわくめーる
口笛を吹く,くちぶえをふく
規則正しい,きそくただしい
食べ放題,たべほうだい
留守番電話,るすばんでんわ
うなぎ丼,うなぎどんぶり
同音異義語,どうおんいぎご
自動販売機,じどうはんばいき
２０１１年,にせんじゅういちねん
取り敢えず,とりあえず
取り逃がす,とりにがす
召し上がる,めしあがる
吹き飛ばす,ふきとばす
埋め合わせる,うめあわせる
差し上げる,さしあげる
待ちぼうけ,まちぼうけ
恥ずかしい,はずかしい
投げ付ける,なげつける
投げ捨てる,なげすてる
押しボタン,おしぼたん
盛り上がる,もりあがる
盛り上げる,もりあげる
飽くまでも,あくまでも
じゃが芋,じゃがいも
エッフェル塔,えっふぇるとう
スペイン語,すぺいんご
仕方がない,しかたがない
出来上がる,できあがる
慌ただしい,あわただしい
相変わらず,あいかわらず
腹が減った,はらがへった
お願いします,おねがいします
イギリス人,いぎりすじん
興味がない,きょうみがない
馬鹿馬鹿しい,ばかばかしい
バベルの塔,ばべるのとう
いい加減にしろ,いいかげんにしろ
飛び込み自殺,とびこみじさつ
恥ずかしがる,はずかしがる
携帯ストラップ,けいたいすとらっぷ
宜しくお願いします,よろしくおねがいします
お誕生日おめでとう,おたんじょうびおめでとう
